attributes.biome-name,attributes.lineage,attributes.samples-count,id,links.self,relationships.children.links.related,relationships.genomes.links.related,relationships.samples.links.related,relationships.studies.links.related,type
Extracellular symbionts,root:Host-associated:Annelida:Integument:Subcuticular space:Extracellular symbionts,0,root:Host-associated:Annelida:Integument:Subcuticular space:Extracellular symbionts,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Integument:Subcuticular%20space:Extracellular%20symbionts,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Integument:Subcuticular%20space:Extracellular%20symbionts/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Integument:Subcuticular%20space:Extracellular%20symbionts/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Integument:Subcuticular%20space:Extracellular%20symbionts/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Integument:Subcuticular%20space:Extracellular%20symbionts/studies,biomes
Intracellular endosymbionts,root:Host-associated:Annelida:Intracellular endosymbionts,0,root:Host-associated:Annelida:Intracellular endosymbionts,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Intracellular%20endosymbionts,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Intracellular%20endosymbionts/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Intracellular%20endosymbionts/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Intracellular%20endosymbionts/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Intracellular%20endosymbionts/studies,biomes
Trophosome,root:Host-associated:Annelida:Intracellular endosymbionts:Trophosome,0,root:Host-associated:Annelida:Intracellular endosymbionts:Trophosome,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Intracellular%20endosymbionts:Trophosome,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Intracellular%20endosymbionts:Trophosome/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Intracellular%20endosymbionts:Trophosome/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Intracellular%20endosymbionts:Trophosome/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Intracellular%20endosymbionts:Trophosome/studies,biomes
Reproductive system,root:Host-associated:Annelida:Reproductive system,0,root:Host-associated:Annelida:Reproductive system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Reproductive%20system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Reproductive%20system/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Reproductive%20system/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Reproductive%20system/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Reproductive%20system/studies,biomes
Egg capsule,root:Host-associated:Annelida:Reproductive system:Egg capsule,0,root:Host-associated:Annelida:Reproductive system:Egg capsule,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Reproductive%20system:Egg%20capsule,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Reproductive%20system:Egg%20capsule/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Reproductive%20system:Egg%20capsule/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Reproductive%20system:Egg%20capsule/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Reproductive%20system:Egg%20capsule/studies,biomes
Extracellular,root:Host-associated:Annelida:Reproductive system:Egg capsule:Extracellular,0,root:Host-associated:Annelida:Reproductive system:Egg capsule:Extracellular,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Reproductive%20system:Egg%20capsule:Extracellular,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Reproductive%20system:Egg%20capsule:Extracellular/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Reproductive%20system:Egg%20capsule:Extracellular/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Reproductive%20system:Egg%20capsule:Extracellular/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Reproductive%20system:Egg%20capsule:Extracellular/studies,biomes
Arthropoda,root:Host-associated:Arthropoda,359,root:Host-associated:Arthropoda,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda/studies,biomes
Digestive system,root:Host-associated:Arthropoda:Digestive system,0,root:Host-associated:Arthropoda:Digestive system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system/studies,biomes
Foregut,root:Host-associated:Arthropoda:Digestive system:Foregut,0,root:Host-associated:Arthropoda:Digestive system:Foregut,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Foregut,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Foregut/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Foregut/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Foregut/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Foregut/studies,biomes
Gut,root:Host-associated:Arthropoda:Digestive system:Gut,69,root:Host-associated:Arthropoda:Digestive system:Gut,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Gut,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Gut/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Gut/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Gut/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Gut/studies,biomes
P3 segment,root:Host-associated:Arthropoda:Digestive system:Gut:P3 segment,0,root:Host-associated:Arthropoda:Digestive system:Gut:P3 segment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Gut:P3%20segment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Gut:P3%20segment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Gut:P3%20segment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Gut:P3%20segment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Gut:P3%20segment/studies,biomes
Proctodeal segment,root:Host-associated:Arthropoda:Digestive system:Gut:Proctodeal segment,0,root:Host-associated:Arthropoda:Digestive system:Gut:Proctodeal segment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Gut:Proctodeal%20segment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Gut:Proctodeal%20segment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Gut:Proctodeal%20segment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Gut:Proctodeal%20segment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Gut:Proctodeal%20segment/studies,biomes
Hindgut,root:Host-associated:Arthropoda:Digestive system:Hindgut,13,root:Host-associated:Arthropoda:Digestive system:Hindgut,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Hindgut,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Hindgut/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Hindgut/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Hindgut/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Hindgut/studies,biomes
P1 segment,root:Host-associated:Arthropoda:Digestive system:Hindgut:P1 segment,0,root:Host-associated:Arthropoda:Digestive system:Hindgut:P1 segment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Hindgut:P1%20segment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Hindgut:P1%20segment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Hindgut:P1%20segment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Hindgut:P1%20segment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Hindgut:P1%20segment/studies,biomes
P3 segment,root:Host-associated:Arthropoda:Digestive system:Hindgut:P3 segment,0,root:Host-associated:Arthropoda:Digestive system:Hindgut:P3 segment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Hindgut:P3%20segment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Hindgut:P3%20segment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Hindgut:P3%20segment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Hindgut:P3%20segment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Hindgut:P3%20segment/studies,biomes
Midgut,root:Host-associated:Arthropoda:Digestive system:Midgut,0,root:Host-associated:Arthropoda:Digestive system:Midgut,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Midgut,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Midgut/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Midgut/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Midgut/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Midgut/studies,biomes
Oral,root:Host-associated:Arthropoda:Digestive system:Oral,1,root:Host-associated:Arthropoda:Digestive system:Oral,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Oral,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Oral/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Oral/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Oral/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Oral/studies,biomes
Saliva,root:Host-associated:Arthropoda:Digestive system:Oral:Saliva,7,root:Host-associated:Arthropoda:Digestive system:Oral:Saliva,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Oral:Saliva,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Oral:Saliva/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Oral:Saliva/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Oral:Saliva/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Digestive%20system:Oral:Saliva/studies,biomes
Integument,root:Host-associated:Arthropoda:Integument,0,root:Host-associated:Arthropoda:Integument,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Integument,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Integument/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Integument/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Integument/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Integument/studies,biomes
Cuticle,root:Host-associated:Arthropoda:Integument:Cuticle,0,root:Host-associated:Arthropoda:Integument:Cuticle,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Integument:Cuticle,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Integument:Cuticle/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Integument:Cuticle/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Integument:Cuticle/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Integument:Cuticle/studies,biomes
Thoracic segments,root:Host-associated:Arthropoda:Integument:Cuticle:Thoracic segments,0,root:Host-associated:Arthropoda:Integument:Cuticle:Thoracic segments,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Integument:Cuticle:Thoracic%20segments,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Integument:Cuticle:Thoracic%20segments/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Integument:Cuticle:Thoracic%20segments/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Integument:Cuticle:Thoracic%20segments/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Integument:Cuticle:Thoracic%20segments/studies,biomes
Intracellular endosymbionts,root:Host-associated:Arthropoda:Intracellular endosymbionts,0,root:Host-associated:Arthropoda:Intracellular endosymbionts,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Intracellular%20endosymbionts,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Intracellular%20endosymbionts/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Intracellular%20endosymbionts/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Intracellular%20endosymbionts/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Intracellular%20endosymbionts/studies,biomes
Primary,root:Host-associated:Arthropoda:Intracellular endosymbionts:Primary,0,root:Host-associated:Arthropoda:Intracellular endosymbionts:Primary,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Intracellular%20endosymbionts:Primary,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Intracellular%20endosymbionts:Primary/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Intracellular%20endosymbionts:Primary/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Intracellular%20endosymbionts:Primary/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Intracellular%20endosymbionts:Primary/studies,biomes
Bacteriomes,root:Host-associated:Arthropoda:Intracellular endosymbionts:Primary:Bacteriomes,0,root:Host-associated:Arthropoda:Intracellular endosymbionts:Primary:Bacteriomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Intracellular%20endosymbionts:Primary:Bacteriomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Intracellular%20endosymbionts:Primary:Bacteriomes/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Intracellular%20endosymbionts:Primary:Bacteriomes/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Intracellular%20endosymbionts:Primary:Bacteriomes/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Intracellular%20endosymbionts:Primary:Bacteriomes/studies,biomes
Secondary,root:Host-associated:Arthropoda:Intracellular endosymbionts:Secondary,0,root:Host-associated:Arthropoda:Intracellular endosymbionts:Secondary,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Intracellular%20endosymbionts:Secondary,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Intracellular%20endosymbionts:Secondary/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Intracellular%20endosymbionts:Secondary/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Intracellular%20endosymbionts:Secondary/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Intracellular%20endosymbionts:Secondary/studies,biomes
Oral cavity,root:Host-associated:Arthropoda:Oral cavity,0,root:Host-associated:Arthropoda:Oral cavity,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Oral%20cavity,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Oral%20cavity/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Oral%20cavity/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Oral%20cavity/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Arthropoda:Oral%20cavity/studies,biomes
